"","setname","pval","est","exp","FDR"
"31","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.21935987509758,0,"Up",1
"32","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",1,Inf,"Down",1
"33","KEGG_RIBOFLAVIN_METABOLISM",1,Inf,"Up",1
"34","KEGG_RIBOFLAVIN_METABOLISM",0.216914643696163,0,"Down",1
"35","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",1,Inf,"Up",1
"36","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.216914643696163,0,"Down",1
"37","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",1,0.842627994095942,"Up",1
"38","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",1,0.830610734852557,"Down",1
"39","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",1,0,"Up",1
"40","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",1,0,"Down",1
"41","KEGG_BASAL_TRANSCRIPTION_FACTORS",0.21935987509758,0,"Up",1
"42","KEGG_BASAL_TRANSCRIPTION_FACTORS",1,Inf,"Down",1
"43","KEGG_NON_HOMOLOGOUS_END_JOINING",1,0,"Up",1
"44","KEGG_NON_HOMOLOGOUS_END_JOINING",1,0,"Down",1
"45","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",1,0,"Up",1
"46","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",1,0,"Down",1
"47","KEGG_LYSOSOME",1,Inf,"Up",1
"48","KEGG_LYSOSOME",0.0101197501115857,0,"Down",0.235284190094368
"49","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.211001458610028,0.279940282739098,"Up",1
"50","KEGG_CARDIAC_MUSCLE_CONTRACTION",1,0.830610734852557,"Down",1
"51","KEGG_RENIN_ANGIOTENSIN_SYSTEM",1,1.40668280031579,"Up",1
"52","KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.350105175884609,Inf,"Down",1
"53","KEGG_CIRCADIAN_RHYTHM_MAMMAL",1,0,"Up",1
"54","KEGG_CIRCADIAN_RHYTHM_MAMMAL",1,0,"Down",1
"55","KEGG_TASTE_TRANSDUCTION",0.21935987509758,0,"Up",1
"56","KEGG_TASTE_TRANSDUCTION",1,Inf,"Down",1
"57","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.591947430346218,Inf,"Up",1
"58","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.00901530223832455,0.068508033428026,"Down",0.223579495510449
"59","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.581879132238412,Inf,"Up",1
"60","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",1,0.830610734852557,"Down",1
"61","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",1,0.936068276650929,"Up",1
"62","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.0834946266137817,Inf,"Down",1
"63","KEGG_PRIMARY_IMMUNODEFICIENCY",1,0,"Up",1
"64","KEGG_PRIMARY_IMMUNODEFICIENCY",1,0,"Down",1
"65","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.270510551777357,0.488474862468089,"Up",1
"66","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.473289172210959,2.78630801835461,"Down",1
"67","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.652010842332284,0.70121875282986,"Up",1
"68","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",1,1.6653928467043,"Down",1
"69","KEGG_DILATED_CARDIOMYOPATHY",0.0706283050751331,0.333561855165994,"Up",1
"70","KEGG_DILATED_CARDIOMYOPATHY",0.473289172210959,2.78630801835461,"Down",1
"71","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.591947430346218,Inf,"Up",1
"72","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.00901530223832455,0.068508033428026,"Down",0.223579495510449
"73","KEGG_CITRATE_CYCLE_TCA_CYCLE",1,Inf,"Up",1
"74","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.216914643696163,0,"Down",1
"75","KEGG_PENTOSE_PHOSPHATE_PATHWAY",1,Inf,"Up",1
"76","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.216914643696163,0,"Down",1
"77","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.591947430346218,Inf,"Up",1
"78","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.000466750902913446,0,"Down",0.0217039169854752
"79","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",1,Inf,"Up",1
"80","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.0469188414264428,0,"Down",0.831133762411273
"81","KEGG_GALACTOSE_METABOLISM",1,Inf,"Up",1
"82","KEGG_GALACTOSE_METABOLISM",1,Inf,"Down",1
"83","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.591947430346218,Inf,"Up",1
"84","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.000466750902913446,0,"Down",0.0217039169854752
"85","KEGG_FATTY_ACID_METABOLISM",0.581879132238412,Inf,"Up",1
"86","KEGG_FATTY_ACID_METABOLISM",0.207084431175958,0.275941368323534,"Down",1
"87","KEGG_STEROID_BIOSYNTHESIS",1,Inf,"Up",1
"88","KEGG_STEROID_BIOSYNTHESIS",1,Inf,"Down",1
"89","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",1,Inf,"Up",1
"90","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.216914643696163,0,"Down",1
"91","KEGG_STEROID_HORMONE_BIOSYNTHESIS",1,0.983395920168407,"Up",1
"92","KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.00458860570649987,0.136194018970585,"Down",0.153391340565255
"93","KEGG_OXIDATIVE_PHOSPHORYLATION",1,0,"Up",1
"94","KEGG_OXIDATIVE_PHOSPHORYLATION",1,0,"Down",1
"95","KEGG_PURINE_METABOLISM",0.420573662374255,0.559649622005628,"Up",1
"96","KEGG_PURINE_METABOLISM",1,0.969306645562681,"Down",1
"97","KEGG_PYRIMIDINE_METABOLISM",1,Inf,"Up",1
"98","KEGG_PYRIMIDINE_METABOLISM",1,Inf,"Down",1
"99","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",1,0.842627994095942,"Up",1
"100","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",1,0.830610734852557,"Down",1
"101","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.21935987509758,0,"Up",1
"102","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",1,Inf,"Down",1
"103","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.21935987509758,0,"Up",1
"104","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",1,Inf,"Down",1
"105","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",1,0.842627994095942,"Up",1
"106","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.207084431175958,0.275941368323534,"Down",1
"107","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.21935987509758,0,"Up",1
"108","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",1,Inf,"Down",1
"109","KEGG_LYSINE_DEGRADATION",1,0,"Up",1
"110","KEGG_LYSINE_DEGRADATION",1,0,"Down",1
"111","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.581879132238412,Inf,"Up",1
"112","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.207084431175958,0.275941368323534,"Down",1
"113","KEGG_HISTIDINE_METABOLISM",1,Inf,"Up",1
"114","KEGG_HISTIDINE_METABOLISM",0.216914643696163,0,"Down",1
"115","KEGG_TYROSINE_METABOLISM",1,1.40668280031579,"Up",1
"116","KEGG_TYROSINE_METABOLISM",0.120259198395028,0.275155433398224,"Down",1
"117","KEGG_PHENYLALANINE_METABOLISM",0.390734777517564,0.280660160314505,"Up",1
"118","KEGG_PHENYLALANINE_METABOLISM",0.386910445965883,0.27666490244165,"Down",1
"119","KEGG_TRYPTOPHAN_METABOLISM",1,0.842627994095942,"Up",1
"120","KEGG_TRYPTOPHAN_METABOLISM",1,0.830610734852557,"Down",1
"121","KEGG_BETA_ALANINE_METABOLISM",1,0.842627994095942,"Up",1
"122","KEGG_BETA_ALANINE_METABOLISM",0.582636365673616,Inf,"Down",1
"123","KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.524592109431219,0.561415205144181,"Up",1
"124","KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.520107156920746,0.553405370560583,"Down",1
"125","KEGG_SELENOAMINO_ACID_METABOLISM",1,Inf,"Up",1
"126","KEGG_SELENOAMINO_ACID_METABOLISM",0.216914643696163,0,"Down",1
"127","KEGG_GLUTATHIONE_METABOLISM",1,1.12439764449476,"Up",1
"128","KEGG_GLUTATHIONE_METABOLISM",0.297573325970995,0.414091540798974,"Down",1
"129","KEGG_STARCH_AND_SUCROSE_METABOLISM",0.358231050934413,Inf,"Up",1
"130","KEGG_STARCH_AND_SUCROSE_METABOLISM",2.12809347339266e-05,0,"Down",0.00791650772102069
"131","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.21935987509758,0,"Up",1
"132","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",1,Inf,"Down",1
"133","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.524592109431219,0.561415205144181,"Up",1
"134","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",1,Inf,"Down",1
"135","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",1,Inf,"Up",1
"136","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",1,Inf,"Down",1
"137","KEGG_INOSITOL_PHOSPHATE_METABOLISM",1,Inf,"Up",1
"138","KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.216914643696163,0,"Down",1
"139","KEGG_PYRUVATE_METABOLISM",1,Inf,"Up",1
"140","KEGG_PYRUVATE_METABOLISM",0.216914643696163,0,"Down",1
"141","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",1,0,"Up",1
"142","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",1,0,"Down",1
"143","KEGG_PROPANOATE_METABOLISM",1,Inf,"Up",1
"144","KEGG_PROPANOATE_METABOLISM",0.386910445965883,0.27666490244165,"Down",1
"145","KEGG_BUTANOATE_METABOLISM",0.591947430346218,Inf,"Up",1
"146","KEGG_BUTANOATE_METABOLISM",0.0713510889834026,0.183358543741938,"Down",1
"147","KEGG_ONE_CARBON_POOL_BY_FOLATE",1,0,"Up",1
"148","KEGG_ONE_CARBON_POOL_BY_FOLATE",1,0,"Down",1
"149","KEGG_FOLATE_BIOSYNTHESIS",1,0,"Up",1
"150","KEGG_FOLATE_BIOSYNTHESIS",1,0,"Down",1
"151","KEGG_RETINOL_METABOLISM",0.0798608383818114,Inf,"Up",1
"152","KEGG_RETINOL_METABOLISM",0.000112172189712893,0.0898542671760436,"Down",0.0103101604492664
"153","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.591947430346218,Inf,"Up",1
"154","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.000466750902913446,0,"Down",0.0217039169854752
"155","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",1,Inf,"Up",1
"156","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.216914643696163,0,"Down",1
"157","KEGG_LIMONENE_AND_PINENE_DEGRADATION",1,0,"Up",1
"158","KEGG_LIMONENE_AND_PINENE_DEGRADATION",1,0,"Down",1
"159","KEGG_NITROGEN_METABOLISM",0.34916254721052,Inf,"Up",1
"160","KEGG_NITROGEN_METABOLISM",9.98083691764602e-05,0,"Down",0.0103101604492664
"161","KEGG_SULFUR_METABOLISM",0.21935987509758,0,"Up",1
"162","KEGG_SULFUR_METABOLISM",1,Inf,"Down",1
"163","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.481068426853326,3.11237133897552,"Up",1
"164","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.000974665893788877,0.13532613829803,"Down",0.0402861902766069
"165","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.0798608383818114,Inf,"Up",1
"166","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.000112172189712893,0.0898542671760436,"Down",0.0103101604492664
"167","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.212216872450249,Inf,"Up",1
"168","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.000138577425393365,0.0387174209428371,"Down",0.0103101604492664
"169","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",1,Inf,"Up",1
"170","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",1,Inf,"Down",1
"171","KEGG_ABC_TRANSPORTERS",0.581879132238412,Inf,"Up",1
"172","KEGG_ABC_TRANSPORTERS",1,0.830610734852557,"Down",1
"173","KEGG_RIBOSOME",1,Inf,"Up",1
"174","KEGG_RIBOSOME",1,Inf,"Down",1
"175","KEGG_RNA_DEGRADATION",1,Inf,"Up",1
"176","KEGG_RNA_DEGRADATION",1,Inf,"Down",1
"177","KEGG_RNA_POLYMERASE",1,0,"Up",1
"178","KEGG_RNA_POLYMERASE",1,0,"Down",1
"179","KEGG_DNA_REPLICATION",1,0,"Up",1
"180","KEGG_DNA_REPLICATION",1,0,"Down",1
"181","KEGG_SPLICEOSOME",1,Inf,"Up",1
"182","KEGG_SPLICEOSOME",1,Inf,"Down",1
"183","KEGG_PROTEASOME",1,0,"Up",1
"184","KEGG_PROTEASOME",1,0,"Down",1
"185","KEGG_PROTEIN_EXPORT",1,0,"Up",1
"186","KEGG_PROTEIN_EXPORT",1,0,"Down",1
"187","KEGG_PPAR_SIGNALING_PATHWAY",0.714105891941578,0.74749555063353,"Up",1
"188","KEGG_PPAR_SIGNALING_PATHWAY",0.712439658136087,0.736750700373005,"Down",1
"189","KEGG_BASE_EXCISION_REPAIR",1,0,"Up",1
"190","KEGG_BASE_EXCISION_REPAIR",1,0,"Down",1
"191","KEGG_NUCLEOTIDE_EXCISION_REPAIR",1,0,"Up",1
"192","KEGG_NUCLEOTIDE_EXCISION_REPAIR",1,0,"Down",1
"193","KEGG_MISMATCH_REPAIR",1,0,"Up",1
"194","KEGG_MISMATCH_REPAIR",1,0,"Down",1
"195","KEGG_HOMOLOGOUS_RECOMBINATION",1,0,"Up",1
"196","KEGG_HOMOLOGOUS_RECOMBINATION",1,0,"Down",1
"197","KEGG_MAPK_SIGNALING_PATHWAY",1,1.19744621445656,"Up",1
"198","KEGG_MAPK_SIGNALING_PATHWAY",0.791099295907527,0.884621916575437,"Down",1
"199","KEGG_ERBB_SIGNALING_PATHWAY",1,1.12439764449476,"Up",1
"200","KEGG_ERBB_SIGNALING_PATHWAY",1,1.10834649648702,"Down",1
"201","KEGG_CALCIUM_SIGNALING_PATHWAY",0.00767327087930666,0.274801594503135,"Up",0.219573597469391
"202","KEGG_CALCIUM_SIGNALING_PATHWAY",0.777499710427392,1.3905233448594,"Down",1
"203","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.198901574065407,1.859203297281,"Up",1
"204","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",1,1.11194254098417,"Down",1
"205","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.238171512171005,2.18035318349129,"Up",1
"206","KEGG_CHEMOKINE_SIGNALING_PATHWAY",1,1.16676804616495,"Down",1
"207","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",1,Inf,"Up",1
"208","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.386910445965883,0.27666490244165,"Down",1
"209","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.638366046686297,0.798982417472013,"Up",1
"210","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.0949809407191932,3.52333626359096,"Down",1
"211","KEGG_CELL_CYCLE",1,Inf,"Up",1
"212","KEGG_CELL_CYCLE",0.520107156920746,0.553405370560583,"Down",1
"213","KEGG_OOCYTE_MEIOSIS",0.390734777517564,0.280660160314505,"Up",1
"214","KEGG_OOCYTE_MEIOSIS",0.386910445965883,0.27666490244165,"Down",1
"215","KEGG_P53_SIGNALING_PATHWAY",1,1.12439764449476,"Up",1
"216","KEGG_P53_SIGNALING_PATHWAY",0.591406575585816,Inf,"Down",1
"217","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.211001458610028,0.279940282739098,"Up",1
"218","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.582636365673616,Inf,"Down",1
"219","KEGG_REGULATION_OF_AUTOPHAGY",1,Inf,"Up",1
"220","KEGG_REGULATION_OF_AUTOPHAGY",1,Inf,"Down",1
"221","KEGG_ENDOCYTOSIS",1,1.68951296559799,"Up",1
"222","KEGG_ENDOCYTOSIS",0.649353776276713,0.691175710228142,"Down",1
"223","KEGG_PEROXISOME",0.581879132238412,Inf,"Up",1
"224","KEGG_PEROXISOME",1,0.830610734852557,"Down",1
"225","KEGG_MTOR_SIGNALING_PATHWAY",0.0734832405521839,0.186029516848801,"Up",1
"226","KEGG_MTOR_SIGNALING_PATHWAY",0.591406575585816,Inf,"Down",1
"227","KEGG_APOPTOSIS",1,1.12439764449476,"Up",1
"228","KEGG_APOPTOSIS",0.297573325970995,0.414091540798974,"Down",1
"229","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.00494810776016952,0.274070704457461,"Up",0.153391340565255
"230","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.277698187615912,2.51906020172843,"Down",1
"231","KEGG_WNT_SIGNALING_PATHWAY",0.752712567881032,0.770390774268631,"Up",1
"232","KEGG_WNT_SIGNALING_PATHWAY",1,1.1092236816862,"Down",1
"233","KEGG_DORSO_VENTRAL_AXIS_FORMATION",1,0,"Up",1
"234","KEGG_DORSO_VENTRAL_AXIS_FORMATION",1,0,"Down",1
"235","KEGG_NOTCH_SIGNALING_PATHWAY",1,0,"Up",1
"236","KEGG_NOTCH_SIGNALING_PATHWAY",1,0,"Down",1
"237","KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.302680270648591,0.420105558122479,"Up",1
"238","KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.591406575585816,Inf,"Down",1
"239","KEGG_TGF_BETA_SIGNALING_PATHWAY",0.204329415265356,0.501608218938077,"Up",1
"240","KEGG_TGF_BETA_SIGNALING_PATHWAY",0.746348214829635,1.66942940432978,"Down",1
"241","KEGG_AXON_GUIDANCE",0.204329415265356,0.501608218938077,"Up",1
"242","KEGG_AXON_GUIDANCE",0.325235008661947,3.63284752038426,"Down",1
"243","KEGG_VEGF_SIGNALING_PATHWAY",0.652010842332284,0.70121875282986,"Up",1
"244","KEGG_VEGF_SIGNALING_PATHWAY",1,1.6653928467043,"Down",1
"245","KEGG_FOCAL_ADHESION",0.00166200077241176,0.307053768402961,"Up",0.0618264287337175
"246","KEGG_FOCAL_ADHESION",0.125139019005014,2.72626940154377,"Down",1
"247","KEGG_ECM_RECEPTOR_INTERACTION",0.0300744654030259,0.367430941249539,"Up",0.621538951662535
"248","KEGG_ECM_RECEPTOR_INTERACTION",0.0621162937910358,5.62821377483223,"Down",1
"249","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.807730635011932,0.887767248160098,"Up",1
"250","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.0265584549811929,6.78125618825514,"Down",0.581161485470809
"251","KEGG_ADHERENS_JUNCTION",1,1.12439764449476,"Up",1
"252","KEGG_ADHERENS_JUNCTION",0.591406575585816,Inf,"Down",1
"253","KEGG_TIGHT_JUNCTION",0.0949209916983789,0.369994817319687,"Up",1
"254","KEGG_TIGHT_JUNCTION",0.325235008661947,3.63284752038426,"Down",1
"255","KEGG_GAP_JUNCTION",0.270510551777357,0.488474862468089,"Up",1
"256","KEGG_GAP_JUNCTION",0.712439658136087,0.736750700373005,"Down",1
"257","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.774965333113654,0.912161786277836,"Up",1
"258","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.551705167978159,2.09286252577665,"Down",1
"259","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.34916254721052,Inf,"Up",1
"260","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.350105175884609,Inf,"Down",1
"261","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.319264527398985,3.39863959852187,"Up",1
"262","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.0834946266137817,Inf,"Down",1
"263","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.591947430346218,Inf,"Up",1
"264","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.591406575585816,Inf,"Down",1
"265","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"Up",1
"266","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"Down",1
"267","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.581879132238412,Inf,"Up",1
"268","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.582636365673616,Inf,"Down",1
"269","KEGG_JAK_STAT_SIGNALING_PATHWAY",1,1.40873532829,"Up",1
"270","KEGG_JAK_STAT_SIGNALING_PATHWAY",0.729884076979017,0.829585008112656,"Down",1
"271","KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.545272399705404,1.97979950361001,"Up",1
"272","KEGG_HEMATOPOIETIC_CELL_LINEAGE",1,1.20280406314231,"Down",1
"273","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.212216872450249,Inf,"Up",1
"274","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.686351094370351,0.830099420383175,"Down",1
"275","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1,1.12439764449476,"Up",1
"276","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.297573325970995,0.414091540798974,"Down",1
"277","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.652010842332284,0.70121875282986,"Up",1
"278","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.649353776276713,0.691175710228142,"Down",1
"279","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.689705115297861,0.842153011508586,"Up",1
"280","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",1,1.94473537469519,"Down",1
"281","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.270510551777357,0.488474862468089,"Up",1
"282","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.712439658136087,0.736750700373005,"Down",1
"283","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.342096649142634,0.557870195136775,"Up",1
"284","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",1,1.1092236816862,"Down",1
"285","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.481068426853326,3.11237133897552,"Up",1
"286","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",1,1.38855231898252,"Down",1
"287","KEGG_LONG_TERM_POTENTIATION",1,Inf,"Up",1
"288","KEGG_LONG_TERM_POTENTIATION",0.120517024056157,0.137924547144931,"Down",1
"289","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.524592109431219,0.561415205144181,"Up",1
"290","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",1,Inf,"Down",1
"291","KEGG_LONG_TERM_DEPRESSION",0.11261794811023,0.348379070499845,"Up",1
"292","KEGG_LONG_TERM_DEPRESSION",0.693024475341195,2.22463673866839,"Down",1
"293","KEGG_OLFACTORY_TRANSDUCTION",0.591947430346218,Inf,"Up",1
