"","setname","pval","est","exp","FDR"
"27","GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",1,0,"Up",1
"28","GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",1,0,"Down",1
"29","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",1,0,"Up",1
"30","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",1,0,"Down",1
"31","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",1,Inf,"Up",1
"32","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",1,Inf,"Down",1
"33","GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",1,0,"Up",1
"34","GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",1,0,"Down",1
"35","GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.390734777517564,0.280660160314505,"Up",1
"36","GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.386910445965883,0.27666490244165,"Down",1
"37","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.123020113690255,0.139925868924655,"Up",1
"38","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.520107156920746,0.553405370560583,"Down",1
"39","GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.21935987509758,0,"Up",1
"40","GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",1,Inf,"Down",1
"41","GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.21935987509758,0,"Up",1
"42","GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",1,Inf,"Down",1
"43","GOBP_SULFUR_AMINO_ACID_TRANSPORT",1,Inf,"Up",1
"44","GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.216914643696163,0,"Down",1
"45","GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.747599323939064,0.898716533252027,"Up",1
"46","GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.145291502400318,1.80623921969886,"Down",1
"47","GOBP_RRNA_MODIFICATION",1,0,"Up",1
"48","GOBP_RRNA_MODIFICATION",1,0,"Down",1
"49","GOBP_MAPK_CASCADE",0.336287861739247,0.764959168005163,"Up",1
"50","GOBP_MAPK_CASCADE",0.0053901420363508,2.72491322892772,"Down",0.521565185694149
"51","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",1,Inf,"Up",1
"52","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.386910445965883,0.27666490244165,"Down",1
"53","GOBP_PROTEIN_POLYUBIQUITINATION",0.689705115297861,0.842153011508586,"Up",1
"54","GOBP_PROTEIN_POLYUBIQUITINATION",1,1.94473537469519,"Down",1
"55","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"Up",1
"56","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"Down",1
"57","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.00528737106851866,0.335571844698355,"Up",0.514011531352627
"58","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.172131341414338,2.43683539551647,"Down",1
"59","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"Up",1
"60","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"Down",1
"61","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",1,Inf,"Up",1
"62","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",1,Inf,"Down",1
"63","GOBP_ALLANTOIN_METABOLIC_PROCESS",1,Inf,"Up",1
"64","GOBP_ALLANTOIN_METABOLIC_PROCESS",0.216914643696163,0,"Down",1
"65","GOBP_MITOCHONDRIAL_FISSION",0.390734777517564,0.280660160314505,"Up",1
"66","GOBP_MITOCHONDRIAL_FISSION",1,Inf,"Down",1
"67","GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"Up",1
"68","GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"Down",1
"69","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.420573662374255,0.559649622005628,"Up",1
"70","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.108879854993687,0.34332853965776,"Down",1
"71","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",1,0,"Up",1
"72","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",1,0,"Down",1
"73","GOBP_MITOTIC_CELL_CYCLE",0.135625307992428,0.590114588461029,"Up",1
"74","GOBP_MITOTIC_CELL_CYCLE",0.710135382032393,1.25548846653536,"Down",1
"75","GOBP_MITOTIC_CYTOKINESIS",0.21935987509758,0,"Up",1
"76","GOBP_MITOTIC_CYTOKINESIS",1,Inf,"Down",1
"77","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",1,0,"Up",1
"78","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",1,0,"Down",1
"79","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",1,0,"Up",1
"80","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",1,0,"Down",1
"81","GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"Up",1
"82","GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"Down",1
"83","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"Up",1
"84","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"Down",1
"85","GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",1,0,"Up",1
"86","GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",1,0,"Down",1
"87","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.627416857449218,1.48501129260813,"Up",1
"88","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",1,1.11011518046934,"Down",1
"89","GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.581879132238412,Inf,"Up",1
"90","GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.582636365673616,Inf,"Down",1
"91","GOBP_PROTEIN_DENEDDYLATION",1,0,"Up",1
"92","GOBP_PROTEIN_DENEDDYLATION",1,0,"Down",1
"93","GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"Up",1
"94","GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"Down",1
"95","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",1,0.842627994095942,"Up",1
"96","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.582636365673616,Inf,"Down",1
"97","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",1,Inf,"Up",1
"98","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",1,Inf,"Down",1
"99","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",1,Inf,"Up",1
"100","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",1,Inf,"Down",1
"101","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",1,0,"Up",1
"102","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",1,0,"Down",1
"103","GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"Up",1
"104","GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"105","GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"Up",1
"106","GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"Down",1
"107","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"Up",1
"108","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"Down",1
"109","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"Up",1
"110","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"111","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",1,Inf,"Up",1
"112","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",1,Inf,"Down",1
"113","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"Up",1
"114","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"Down",1
"115","GOBP_AUTOPHAGY_OF_MITOCHONDRION",1,Inf,"Up",1
"116","GOBP_AUTOPHAGY_OF_MITOCHONDRION",1,Inf,"Down",1
"117","GOBP_MITOPHAGY",1,0,"Up",1
"118","GOBP_MITOPHAGY",1,0,"Down",1
"119","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Up",1
"120","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"121","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"Up",1
"122","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"Down",1
"123","GOBP_MATURATION_OF_5_8S_RRNA",1,0,"Up",1
"124","GOBP_MATURATION_OF_5_8S_RRNA",1,0,"Down",1
"125","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Up",1
"126","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"127","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Up",1
"128","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"129","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Up",1
"130","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"131","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Up",1
"132","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Down",1
"133","GOBP_MATURATION_OF_LSU_RRNA",1,0,"Up",1
"134","GOBP_MATURATION_OF_LSU_RRNA",1,0,"Down",1
"135","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Up",1
"136","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Down",1
"137","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Up",1
"138","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"139","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"Up",1
"140","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"Down",1
"141","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"Up",1
"142","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"Down",1
"143","GOBP_EMBRYONIC_AXIS_SPECIFICATION",1,Inf,"Up",1
"144","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.120517024056157,0.137924547144931,"Down",1
"145","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",1,0,"Up",1
"146","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",1,0,"Down",1
"147","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,0,"Up",1
"148","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,0,"Down",1
"149","GOBP_TELOMERE_MAINTENANCE",1,Inf,"Up",1
"150","GOBP_TELOMERE_MAINTENANCE",1,Inf,"Down",1
"151","GOBP_RECOMBINATIONAL_REPAIR",1,Inf,"Up",1
"152","GOBP_RECOMBINATIONAL_REPAIR",0.386910445965883,0.27666490244165,"Down",1
"153","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"Up",1
"154","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"Down",1
"155","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",1,0,"Up",1
"156","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",1,0,"Down",1
"157","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",1,0,"Up",1
"158","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",1,0,"Down",1
"159","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",1,Inf,"Up",1
"160","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.386910445965883,0.27666490244165,"Down",1
"161","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"Up",1
"162","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"Down",1
"163","GOBP_SISTER_CHROMATID_SEGREGATION",1,0,"Up",1
"164","GOBP_SISTER_CHROMATID_SEGREGATION",1,0,"Down",1
"165","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",1,Inf,"Up",1
"166","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.216914643696163,0,"Down",1
"167","GOBP_CELL_MORPHOGENESIS",0.0617827379944555,0.649379407741878,"Up",1
"168","GOBP_CELL_MORPHOGENESIS",0.00160579778634589,2.70346837559673,"Down",0.258969125171627
"169","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.122409139434568,0.665671434872951,"Up",1
"170","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0232836964878726,2.24030440276212,"Down",0.974279374369621
"171","GOBP_CYTOKINESIS",0.524592109431219,0.561415205144181,"Up",1
"172","GOBP_CYTOKINESIS",0.520107156920746,0.553405370560583,"Down",1
"173","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",1,Inf,"Up",1
"174","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.386910445965883,0.27666490244165,"Down",1
"175","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Up",1
"176","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Down",1
"177","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",1,0,"Up",1
"178","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",1,0,"Down",1
"179","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Up",1
"180","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"Down",1
"181","GOBP_MITOCHONDRIAL_RNA_PROCESSING",1,0,"Up",1
"182","GOBP_MITOCHONDRIAL_RNA_PROCESSING",1,0,"Down",1
"183","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"Up",1
"184","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"Down",1
"185","GOBP_RNA_5_END_PROCESSING",1,0,"Up",1
"186","GOBP_RNA_5_END_PROCESSING",1,0,"Down",1
"187","GOBP_RRNA_5_END_PROCESSING",1,0,"Up",1
"188","GOBP_RRNA_5_END_PROCESSING",1,0,"Down",1
"189","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"Up",1
"190","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"Down",1
"191","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0285815899591291,0.3160351528379,"Up",1
"192","GOBP_RESPONSE_TO_ACID_CHEMICAL",1,1.1092236816862,"Down",1
"193","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"Up",1
"194","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"Down",1
"195","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",1,0,"Up",1
"196","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",1,0,"Down",1
"197","GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",1,0,"Up",1
"198","GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",1,0,"Down",1
"199","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.00129722379068619,0.436021519523859,"Up",0.229650117094299
"200","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.000683968457238215,4.02896462504903,"Down",0.153003008434235
"201","GOBP_OSSIFICATION",0.00126260924847843,0.419650141381724,"Up",0.226442437977114
"202","GOBP_OSSIFICATION",0.000646602308892056,4.58542247866101,"Down",0.15286266402489
"203","GOBP_NEUROTRANSMITTER_UPTAKE",1,0.842627994095942,"Up",1
"204","GOBP_NEUROTRANSMITTER_UPTAKE",1,0.830610734852557,"Down",1
"205","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.779760319209318,1.50632314713501,"Up",1
"206","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.779278770195751,1.48466442263552,"Down",1
"207","GOBP_ACTION_POTENTIAL",0.774965333113654,0.912161786277836,"Up",1
"208","GOBP_ACTION_POTENTIAL",0.551705167978159,2.09286252577665,"Down",1
"209","GOBP_RNA_METHYLATION",1,0,"Up",1
"210","GOBP_RNA_METHYLATION",1,0,"Down",1
"211","GOBP_PSEUDOURIDINE_SYNTHESIS",1,0,"Up",1
"212","GOBP_PSEUDOURIDINE_SYNTHESIS",1,0,"Down",1
"213","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",1,0.842627994095942,"Up",1
"214","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.207084431175958,0.275941368323534,"Down",1
"215","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.652010842332284,0.70121875282986,"Up",1
"216","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.357559732816531,Inf,"Down",1
"217","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",1,Inf,"Up",1
"218","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",1,Inf,"Down",1
"219","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0.842627994095942,"Up",1
"220","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.582636365673616,Inf,"Down",1
"221","GOBP_LUTEINIZATION",0.21935987509758,0,"Up",1
"222","GOBP_LUTEINIZATION",1,Inf,"Down",1
"223","GOBP_LUTEOLYSIS",0.390734777517564,0.280660160314505,"Up",1
"224","GOBP_LUTEOLYSIS",1,Inf,"Down",1
"225","GOBP_OOCYTE_MATURATION",0.524592109431219,0.561415205144181,"Up",1
"226","GOBP_OOCYTE_MATURATION",1,Inf,"Down",1
"227","GOBP_FATTY_ACID_ALPHA_OXIDATION",1,0,"Up",1
"228","GOBP_FATTY_ACID_ALPHA_OXIDATION",1,0,"Down",1
"229","GOBP_RESPONSE_TO_PROTOZOAN",1,Inf,"Up",1
"230","GOBP_RESPONSE_TO_PROTOZOAN",1,Inf,"Down",1
"231","GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.010467402171266,0,"Up",0.623965142610366
"232","GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",1,Inf,"Down",1
"233","GOBP_VASCULOGENESIS",1,1.12489916887931,"Up",1
"234","GOBP_VASCULOGENESIS",0.699500496859036,2.50526116801116,"Down",1
"235","GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.390734777517564,0.280660160314505,"Up",1
"236","GOBP_GANGLIOSIDE_METABOLIC_PROCESS",1,Inf,"Down",1
"237","GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.390734777517564,0.280660160314505,"Up",1
"238","GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",1,Inf,"Down",1
"239","GOBP_MICROTUBULE_BUNDLE_FORMATION",1,0.842627994095942,"Up",1
"240","GOBP_MICROTUBULE_BUNDLE_FORMATION",0.582636365673616,Inf,"Down",1
"241","GOBP_OSTEOBLAST_DIFFERENTIATION",0.0813916170464785,0.529548887798606,"Up",1
"242","GOBP_OSTEOBLAST_DIFFERENTIATION",0.00594718397073669,5.57569212191851,"Down",0.564955321128795
"243","GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.740173878138843,0.903865907877745,"Up",1
"244","GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.0456905115883362,2.32582864421077,"Down",1
"245","GOBP_METANEPHROS_DEVELOPMENT",0.342096649142634,0.557870195136775,"Up",1
"246","GOBP_METANEPHROS_DEVELOPMENT",0.051901027718317,Inf,"Down",1
"247","GOBP_TEMPERATURE_HOMEOSTASIS",0.594632499883305,1.69792897418298,"Up",1
"248","GOBP_TEMPERATURE_HOMEOSTASIS",0.427500271119952,0.688039692419633,"Down",1
"249","GOBP_FEVER_GENERATION",1,1.40668280031579,"Up",1
"250","GOBP_FEVER_GENERATION",0.616076367248559,0.55250963661232,"Down",1
"251","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.0291178271298568,0.515245525941222,"Up",1
"252","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.0186061361836053,2.86153843719234,"Down",0.862098122859075
"253","GOBP_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",1,Inf,"Up",1
"254","GOBP_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",1,Inf,"Down",1
"255","GOBP_ACROSOME_ASSEMBLY",1,0,"Up",1
"256","GOBP_ACROSOME_ASSEMBLY",1,0,"Down",1
"257","GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.714105891941578,0.74749555063353,"Up",1
"258","GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",1,1.24853063300162,"Down",1
"259","GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS",0.472882738267283,2.82667879362638,"Up",1
"260","GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS",0.712439658136087,0.736750700373005,"Down",1
"261","GOBP_TRNA_5_LEADER_REMOVAL",1,0,"Up",1
"262","GOBP_TRNA_5_LEADER_REMOVAL",1,0,"Down",1
"263","GOBP_HISTAMINE_METABOLIC_PROCESS",1,0,"Up",1
"264","GOBP_HISTAMINE_METABOLIC_PROCESS",1,0,"Down",1
"265","GOBP_GASTRIC_ACID_SECRETION",0.390734777517564,0.280660160314505,"Up",1
"266","GOBP_GASTRIC_ACID_SECRETION",1,Inf,"Down",1
